REGIONAL,DEPARTAMENTO,TECNOL,GERENCIA,CANAL_HOMOLOGADO_MILLICON,tipo_fuerza_venta,estrato,antiguedad_meses,productos,portafolio,no_serv_tecnicos,fallo,asesoria_factura,pedidos_peticiones,reagendamiento,asesoria_servicios,retencion,Otras,quejas_fraude,traslado,Incumplimiento_pago,cliente_id
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,44,BA,Individual,1,Problemas wifi,0,0,0,0,0,0,0,0,1,43076186
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,63,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43076451
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,2,TO+TV+BA,Trio,1,Falla Masiva,0,1,0,0,0,0,0,1,0,43076748
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,2,TO+TV+BA,Trio,1,Falla Masiva,0,1,0,0,0,0,0,1,0,43076748
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,2,TO+TV+BA,Trio,1,Falla Masiva,0,1,0,0,0,0,0,1,0,43076748
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,84,BA,Individual,1,Servicio intermitente,0,0,0,0,0,0,0,0,1,43077353
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,21,TV,Individual,NULL,NULL,0,1,0,0,0,0,0,0,0,43077520
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,92,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43077675
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,4346257
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,SE,0,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43462672
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,166,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43462908
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,166,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43462908
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,195,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43466192
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,195,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43466192
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,81,TO,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43472287
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,5,202,TO,Individual,NULL,NULL,0,1,0,0,0,0,0,0,0,43475413
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,4,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476619
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,4,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476619
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,4,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476619
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,144,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476621
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,144,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476621
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,144,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476621
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,4,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476627
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,4,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476627
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,4,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476627
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,11,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476632
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,11,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476632
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476632
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476632
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476632
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,11,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476632
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,1,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,43476638
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,1,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,43476638
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,16,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,1,43476639
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,16,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,1,43476639
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,16,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,1,43476639
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,3,TO+TV+BA,Trio,NULL,NULL,1,0,0,0,0,0,0,0,1,43476640
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,3,TO+TV+BA,Trio,NULL,NULL,1,0,0,0,0,0,0,0,1,43476640
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,3,TO+TV+BA,Trio,NULL,NULL,1,0,0,0,0,0,0,0,1,43476640
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,3,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476643
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,3,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476643
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,3,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43476643
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,5,TV,Individual,1,No navega,0,1,0,0,0,0,0,0,0,43476740
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,202,TO+TV+BA,Trio,1,Sin señal,0,0,0,0,0,0,0,0,0,43476831
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,202,TO+TV+BA,Trio,1,Sin señal,0,0,0,0,0,0,0,0,0,43476831
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,202,TO+TV+BA,Trio,1,Sin señal,0,0,0,0,0,0,0,0,0,43476831
NOROCCIDENTE,ANTIOQUIA,GPON,CONTACT,OUT BOUND,INDIRECTA,4,122,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43477201
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,25,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43477952
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,3,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43479179
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43479179
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43479179
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,9,TO,Individual,1,Servicio intermitente,0,1,0,0,0,0,0,0,0,43479214
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,SE,0,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43479579
NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,4,6,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43479696
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,4,6,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43479696
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,SE,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43479738
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,SE,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43479738
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43485012
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43485012
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,DIGITALES,INDIRECTA,2,184,TO+TV,Duo,1,Sin señal,0,0,0,0,0,0,0,0,0,43485270
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,DIGITALES,INDIRECTA,2,184,TO+TV,Duo,1,Sin señal,0,0,0,0,0,0,0,0,0,43485270
NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,3,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,0,43485419
NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,3,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,0,43485419
NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,3,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,0,43485419
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,1,86,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43485798
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,45,TV,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43488656
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,39,TV,Individual,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,43492568
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,69,BA,Individual,NULL,NULL,0,0,1,0,0,0,0,0,0,43493876
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,20,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43494407
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,202,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43494531
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,202,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43494531
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,202,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43494531
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,106,BA,Individual,NULL,NULL,1,0,0,0,0,0,0,0,0,43495373
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,44,BA,Individual,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43495476
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,2,48,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43495820
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,2,48,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43495820
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,2,48,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43495820
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,180,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43496370
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,2,TV,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43496388
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,7,TO+BA,Duo,1,No navega,0,0,0,0,0,0,0,1,0,43496467
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,7,TO+BA,Duo,1,No navega,0,0,0,0,0,0,0,1,0,43496467
NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,1,TV,Individual,1,Problemas Servicios Especiales,0,1,0,0,0,0,0,0,0,43496701
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,26,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,1,0,43498281
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,5,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,1,0,0,0,0,0,43751363
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,5,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,1,0,0,0,0,0,43751363
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,5,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,1,0,0,0,0,0,43751363
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,203,TV,Individual,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,43751401
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43751530
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43751530
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43751530
NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,4,14,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43752095
NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,4,14,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43752095
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43754171
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,116,TO+BA,Duo,1,No navega,1,1,0,0,0,0,0,1,0,43754410
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,116,TO+BA,Duo,1,No navega,1,1,0,0,0,0,0,1,0,43754410
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,2,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43755165
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,2,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43755165
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,2,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43755165
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,1,17,TV,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43755166
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,92,TO+BA,Duo,1,Problemas Servicios Especiales,0,0,0,0,0,0,0,1,0,43755565
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,92,TO+BA,Duo,1,Problemas Servicios Especiales,0,0,0,0,0,0,0,1,0,43755565
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,0,TV,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,43757254
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,122,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43758780
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,122,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,43758780
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,18,TO+TV,Duo,1,Sin señal,0,0,0,0,0,0,0,0,0,43758795
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,18,TO+TV,Duo,1,Sin señal,0,0,0,0,0,0,0,0,0,43758795
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,63,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43760680
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,4,13,BA,Individual,1,Problemas wifi,0,0,0,0,0,0,0,0,1,43763537
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43765751
EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,4,116,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,4376721
EJE CAFETERO,QUINDIO,HFC,CONTACT,SAC,INDIRECTA,5,33,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,4377039
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,SE,0,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43777253
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,31,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43780329
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,89,BA,Individual,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43785882
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,3,57,TO+BA,Duo,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,43786662
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,3,57,TO+BA,Duo,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,43786662
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,3,9,TV+BA,Duo,1,No navega,0,0,0,0,0,0,0,0,1,43786913
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,9,TV+BA,Duo,1,No navega,0,0,0,0,0,0,0,0,1,43786913
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,4,TO,Individual,1,Servicio intermitente,1,0,0,0,0,0,0,0,0,43787482
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,3,2,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43788995
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,3,2,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43788995
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,2,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,43788995
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,80,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43789002
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,52,TV,Individual,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43794561
ORIENTE,SANTANDER,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,4,29,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,43794840
ORIENTE,SANTANDER,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,4,29,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,43794840
ORIENTE,SANTANDER,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,4,29,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,43794840
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,7,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,1,43795109
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,7,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,1,43795109
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,7,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,1,0,1,43795109
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,4,169,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43795128
EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,4379572
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,36,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43798225
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,201,TV,Individual,NULL,NULL,1,1,0,0,0,0,0,0,0,43798438
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43799121
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43799121
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,6,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,43799121
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,24,TO,Individual,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43799471
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,89,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43799868
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,104,BA,Individual,NULL,NULL,0,0,1,0,0,0,0,0,0,43799907
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,16,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43799987
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,194,TO,Individual,1,No navega,0,0,0,0,0,0,0,0,0,43800394
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,2,37,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,43802086
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,6,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,45471351
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,6,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,45471351
COSTA,BOLIVAR,HFC,TIENDAS,TIENDAS,INDIRECTA,4,54,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,45477517
COSTA,BOLIVAR,HFC,TIENDAS,TIENDAS,INDIRECTA,4,54,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,45477517
COSTA,BOLIVAR,HFC,CONTACT,SAC,INDIRECTA,2,85,TO,Individual,1,No navega,0,0,0,0,0,0,0,0,0,45478438
COSTA,BOLIVAR,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,3,202,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,45484916
COSTA,BOLIVAR,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,3,202,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,45484916
COSTA,BOLIVAR,HFC,TIENDAS,TIENDAS,INDIRECTA,3,202,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,45486132
COSTA,BOLIVAR,HFC,TIENDAS,TIENDAS,INDIRECTA,3,89,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,45487739
COSTA,BOLIVAR,HFC,TIENDAS,TIENDAS,INDIRECTA,3,89,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,45487739
